task_id_list	courier_id	score	willingness
T0011,T0015	C013	72.516000	0.041625
T0022,T0023	C030	88.785000	0.066594
T0026,T0027	C010	60.822000	0.040094
T0003,T0017	C033	47.214000	0.036094
T0005,T0016	C024	57.081000	0.026719
T0019,T0026	C004	29.998000	0.048563
T0008,T0027	C038	39.410000	0.146156
T0006,T0022	C030	61.803000	0.090656
T0011	C055	47.297000	0.165375
T0011,T0012	C003	93.833000	0.178781
T0016,T0019	C058	58.945000	0.094000
T0017,T0023	C049	60.118000	0.016250
T0004,T0028	C000	80.495000	0.044906
T0001,T0007	C043	80.588000	0.032969
T0005,T0017	C050	74.680000	0.060781
T0006,T0028	C052	78.120000	0.096594
T0006,T0013	C037	52.634000	0.064437
T0012,T0029	C029	53.261000	0.066281
T0006,T0023	C012	84.214000	0.083969
T0011,T0013	C047	50.537000	0.164906
T0003,T0028	C059	44.541000	0.025969
T0002,T0007	C005	52.804000	0.076500
T0021,T0028	C022	70.431000	0.121344
T0006,T0027	C027	100.000000	0.130375
T0015,T0022	C037	70.055000	0.027438
T0024,T0029	C012	31.697000	0.012031
T0007,T0014	C002	43.089000	0.038000
T0005,T0022	C050	50.379000	0.077250
T0010,T0021	C026	51.400000	0.126781
T0006,T0009	C020	63.279000	0.022281
T0015,T0019	C047	58.917000	0.014750
T0013,T0016	C048	64.496000	0.163406
T0000,T0021	C017	65.938000	0.027875
T0013,T0023	C035	43.187000	0.225375
T0011,T0027	C037	66.191000	0.156406
T0002,T0003	C056	98.791000	0.230906
T0000,T0020	C037	52.684000	0.151781
T0011,T0019	C030	54.121000	0.085125
T0006	C009	42.291000	0.105188
T0015,T0019	C057	76.830000	0.044187
T0008,T0015	C024	77.746000	0.025313
T0006,T0018	C051	63.460000	0.107656
T0021,T0029	C022	83.776000	0.126750
T0016,T0017	C017	76.733000	0.034781
T0012,T0026	C018	97.916000	0.041156
T0020,T0021	C026	67.164000	0.161687
T0011,T0017	C006	100.000000	0.003125
T0015,T0018	C024	63.086000	0.070813
T0001,T0004	C052	93.257000	0.036062
T0020	C048	11.817000	0.038219
T0016,T0025	C001	88.638000	0.072594
T0004,T0005	C013	84.897000	0.039156
T0008,T0018	C005	54.786000	0.207344
T0022,T0023	C045	26.736000	0.050938
T0011,T0028	C003	80.560000	0.090625
T0000,T0023	C009	52.971000	0.229500
T0012,T0014	C052	48.675000	0.070406
T0025,T0029	C005	64.793000	0.089000
T0004	C035	18.618000	0.101562
T0008,T0024	C029	82.636000	0.022156
T0002,T0015	C025	50.395000	0.097750
T0017,T0027	C026	57.890000	0.149688
T0003,T0028	C054	85.674000	0.029344
T0007,T0017	C044	53.670000	0.039625
T0001,T0029	C020	89.805000	0.005188
T0002,T0011	C026	57.862000	0.150156
T0020,T0025	C033	59.253000	0.093813
T0011	C046	10.095000	0.201594
T0022	C035	27.322000	0.111750
T0020	C039	46.057000	0.048687
T0025,T0026	C038	65.367000	0.053719
T0010,T0024	C021	85.597000	0.038719
T0003,T0028	C037	78.635000	0.041344
T0005,T0014	C030	46.284000	0.024750
T0010,T0018	C055	30.912000	0.076469
T0022	C034	15.241000	0.187531
T0021,T0023	C058	100.000000	0.025875
T0015	C000	41.492000	0.249969
T0012,T0021	C018	56.102000	0.021375
T0011,T0012	C018	60.180000	0.077250
T0023,T0029	C016	67.408000	0.025062
T0000,T0020	C033	32.429000	0.169813
T0005,T0012	C009	46.304000	0.147594
T0018,T0024	C056	35.140000	0.057375
T0018,T0025	C057	54.714000	0.101469
T0003,T0010	C006	63.354000	0.070719
T0014	C001	40.915000	0.209156
T0009,T0010	C047	100.000000	0.116437
T0003,T0008	C052	39.768000	0.123906
T0000,T0016	C029	75.065000	0.218562
T0020,T0022	C040	48.648000	0.145844
T0005,T0025	C034	74.140000	0.166125
T0010,T0016	C028	70.114000	0.003125
T0010,T0024	C036	68.618000	0.037437
T0018,T0022	C017	38.351000	0.034438
T0010,T0026	C054	43.280000	0.064031
T0011,T0026	C050	46.726000	0.030156
T0018	C045	11.270000	0.264750
T0012,T0023	C023	57.977000	0.036719
T0006,T0023	C038	67.143000	0.194156
T0022,T0024	C038	32.212000	0.067375
T0005,T0029	C051	40.715000	0.042375
T0019,T0024	C028	67.890000	0.084875
T0011,T0025	C027	61.325000	0.179000
T0009,T0026	C010	34.096000	0.085656
T0006,T0027	C014	54.028000	0.119344
T0015,T0024	C008	74.993000	0.101625
T0008,T0022	C018	63.425000	0.112750
T0002,T0025	C036	50.013000	0.023938
T0011,T0022	C024	51.614000	0.003969
T0000,T0016	C018	70.639000	0.082094
T0002,T0007	C054	68.789000	0.098469
T0025	C011	27.971000	0.084594
T0002,T0013	C051	53.725000	0.045969
T0015	C023	21.802000	0.111875
T0003,T0012	C052	37.132000	0.118219
T0011,T0027	C041	48.132000	0.047500
T0014,T0028	C002	69.448000	0.046875
T0004,T0015	C049	51.502000	0.056031
T0002,T0013	C020	82.662000	0.065344
T0012,T0029	C024	76.842000	0.161687
T0001,T0008	C022	39.671000	0.034688
T0009,T0020	C018	59.865000	0.138625
T0005,T0007	C005	54.633000	0.039813
T0011,T0023	C027	47.172000	0.101625
T0011,T0026	C020	33.670000	0.226281
T0015,T0024	C015	78.710000	0.101531
T0000,T0001	C055	50.585000	0.144812
T0013,T0027	C009	70.581000	0.038000
T0002,T0029	C050	21.147000	0.084844
T0003,T0005	C008	61.891000	0.096625
T0003	C000	46.871000	0.175425
T0010,T0013	C021	63.501000	0.023125
T0010,T0018	C005	54.887000	0.244156
T0019	C019	21.239000	0.142875
T0019	C030	11.287000	0.123812
T0001,T0024	C045	58.938000	0.140531
T0005,T0014	C004	74.361000	0.091438
T0017,T0027	C055	66.340000	0.037562
T0022,T0023	C040	85.945000	0.028156
T0010,T0016	C040	63.993000	0.106625
T0020,T0028	C027	73.164000	0.021688
T0003,T0024	C031	33.514000	0.192344
T0005,T0017	C009	39.418000	0.069469
T0005,T0008	C006	80.593000	0.033906
T0016	C009	13.963000	0.108063
T0007,T0017	C005	86.496000	0.057813
T0007,T0022	C040	57.196000	0.138031
T0019,T0023	C002	69.607000	0.126688
T0022,T0023	C055	38.274000	0.129875
T0005,T0028	C016	55.838000	0.042875
T0013	C023	19.629000	0.118688
T0015,T0026	C004	33.888000	0.039844
T0010,T0020	C045	72.527000	0.239500
T0006,T0015	C034	70.359000	0.066469
T0006,T0028	C057	81.230000	0.212781
T0011,T0025	C032	47.944000	0.029062
T0000,T0016	C031	58.162000	0.035531
T0015,T0021	C022	91.528000	0.107781
T0000,T0008	C010	78.825000	0.206437
T0010,T0022	C043	57.015000	0.071344
T0011,T0017	C021	60.263000	0.050000
T0007,T0022	C049	63.119000	0.055188
T0016,T0023	C020	71.372000	0.170469
T0003,T0014	C016	100.000000	0.101562
T0006,T0015	C012	73.058000	0.071188
T0020,T0023	C027	50.858000	0.046812
T0008,T0018	C037	77.535000	0.130875
T0028	C035	22.357000	0.568070
T0022	C016	44.815000	0.233219
T0001,T0016	C005	75.157000	0.030656
T0003,T0013	C010	36.348000	0.132094
T0004,T0017	C043	28.746000	0.136969
T0010,T0025	C011	54.012000	0.031563
T0020	C033	12.448000	0.225375
T0013,T0014	C020	57.874000	0.035344
T0014,T0025	C021	44.507000	0.003125
T0001,T0007	C045	44.518000	0.025594
T0002,T0019	C027	68.910000	0.084687
T0005,T0024	C002	38.009000	0.042500
T0012,T0028	C017	63.594000	0.254937
T0006,T0009	C011	69.380000	0.087875
T0003,T0020	C000	88.167000	0.003125
T0009,T0018	C021	66.956000	0.075875
T0006,T0025	C043	30.711000	0.056750
T0013,T0017	C023	64.807000	0.081812
T0010,T0015	C005	48.884000	0.164000
T0002	C037	18.640000	0.223906
T0019,T0025	C045	58.639000	0.149375
T0005,T0016	C036	55.559000	0.029406
T0010,T0021	C009	81.497000	0.106656
T0009,T0027	C048	77.279000	0.044000
T0000,T0023	C018	100.000000	0.023531
T0015,T0029	C004	67.403000	0.134156
T0010,T0016	C025	66.345000	0.101406
T0006,T0029	C017	75.545000	0.034469
T0020,T0024	C006	39.017000	0.233187
T0008,T0024	C043	64.419000	0.246906
T0006,T0011	C012	92.528000	0.018344
T0010,T0013	C013	73.448000	0.063969
T0011,T0023	C006	64.249000	0.015719
T0002,T0010	C010	62.836000	0.098875
T0015,T0017	C053	39.380000	0.165187
T0025	C045	31.785000	0.292687
T0002,T0011	C044	66.003000	0.038250
T0009,T0027	C037	59.455000	0.118719
T0004,T0008	C029	63.112000	0.031344
T0002,T0020	C025	74.308000	0.080156
T0005,T0024	C049	53.694000	0.107688
T0012,T0027	C026	44.017000	0.168156
T0000,T0006	C035	61.136000	0.208187
T0018,T0026	C023	54.695000	0.151969
T0007,T0025	C003	85.900000	0.248375
T0005,T0026	C046	50.428000	0.015719
T0000,T0013	C022	48.587000	0.027344
T0009,T0027	C033	75.404000	0.041000
T0003,T0025	C032	71.929000	0.005656
T0000,T0017	C004	49.553000	0.153312
T0020,T0021	C059	51.730000	0.091656
T0003,T0015	C035	43.081000	0.098000
T0002,T0020	C026	48.077000	0.117500
T0015,T0029	C050	27.553000	0.022875
T0011,T0024	C034	59.430000	0.050187
T0013,T0027	C039	73.209000	0.251625
T0004,T0019	C012	39.089000	0.038437
T0001,T0002	C046	64.763000	0.018594
T0014,T0023	C030	55.273000	0.039563
T0006,T0022	C002	61.983000	0.068875
T0000,T0021	C038	74.221000	0.055531
T0015	C020	12.378000	0.252688
T0001,T0002	C001	44.730000	0.150844
T0018,T0019	C050	24.099000	0.031406
T0003,T0014	C025	67.879000	0.022406
T0022,T0023	C023	75.673000	0.010656
T0002	C014	26.290000	0.151594
T0028	C058	41.712000	0.073437
T0020	C006	23.561000	0.287844
T0019,T0029	C045	52.891000	0.048375
T0002,T0028	C043	37.538000	0.003125
T0025	C050	46.133000	0.115469
T0000,T0012	C042	90.280000	0.155656
T0014,T0024	C004	52.682000	0.149250
T0007,T0008	C025	40.718000	0.077656
T0013,T0024	C019	49.182000	0.081812
T0013,T0023	C052	78.990000	0.109531
T0001	C058	45.394000	0.156031
T0006,T0022	C023	100.000000	0.069000
T0008,T0022	C000	80.069000	0.031375
T0010,T0026	C000	46.494000	0.180250
T0004,T0029	C002	68.589000	0.132344
T0022,T0026	C045	47.480000	0.003125
T0003,T0022	C053	52.919000	0.030875
T0005,T0025	C024	63.045000	0.017750
T0006,T0015	C040	30.382000	0.069187
T0009,T0011	C036	85.197000	0.045844
T0025	C020	44.954000	0.087875
T0020	C021	29.985000	0.068937
T0016,T0019	C026	38.264000	0.179625
T0017,T0024	C007	27.067000	0.080313
T0006,T0013	C034	76.838000	0.178187
T0001,T0014	C016	63.520000	0.137094
T0007,T0015	C000	58.346000	0.056531
T0015,T0028	C018	78.088000	0.118344
T0014,T0025	C037	69.130000	0.212094
T0019,T0029	C038	42.635000	0.044812
T0001,T0010	C006	61.523000	0.113813
T0003,T0006	C013	53.089000	0.079188
T0014,T0028	C026	68.304000	0.083187
T0023,T0029	C024	70.947000	0.146375
T0010	C017	18.454000	0.281500
T0002,T0020	C046	42.473000	0.069437
T0004,T0020	C036	52.879000	0.063719
T0025,T0029	C009	46.536000	0.109625
T0017,T0026	C047	88.031000	0.052469
T0006,T0026	C049	67.672000	0.008469
T0004	C005	29.516000	0.209813
T0023	C048	17.613000	0.135750
T0021,T0023	C043	27.510000	0.054344
T0016,T0019	C056	94.718000	0.174531
T0000,T0013	C004	46.118000	0.246719
T0020,T0023	C036	40.660000	0.119719
T0004,T0011	C023	84.145000	0.065156
T0015,T0016	C049	33.722000	0.168281
T0003,T0023	C025	85.419000	0.035125
T0001,T0028	C020	60.678000	0.060594
T0014,T0027	C038	40.736000	0.189344
T0008	C008	32.366000	0.076563
T0011,T0023	C010	57.281000	0.121656
T0018,T0025	C037	65.135000	0.110781
T0008,T0017	C020	47.198000	0.224719
T0002,T0017	C021	74.290000	0.136281
T0018,T0027	C038	34.098000	0.037750
T0012,T0018	C011	61.895000	0.052656
T0016,T0021	C014	44.703000	0.167563
T0004,T0023	C024	55.481000	0.231187
T0005,T0019	C039	75.188000	0.026406
T0003,T0029	C044	54.765000	0.030844
T0000,T0011	C021	59.105000	0.048250
T0012	C047	29.577000	0.246594
T0000,T0016	C036	55.844000	0.052594
T0004,T0018	C037	36.118000	0.045937
T0026,T0027	C016	40.288000	0.045188
T0009,T0011	C023	91.425000	0.119906
T0006,T0008	C001	39.573000	0.050437
T0001,T0016	C031	50.050000	0.113281
T0005,T0018	C011	49.348000	0.013437
T0003,T0005	C003	36.605000	0.086062
T0010,T0011	C011	84.579000	0.017031
T0001,T0013	C010	31.105000	0.106781
T0013,T0028	C006	55.135000	0.076187
T0012,T0018	C049	48.792000	0.011156
T0000,T0022	C052	74.555000	0.086313
T0017,T0018	C027	55.432000	0.117062
T0012,T0020	C027	59.390000	0.043313
T0008,T0024	C027	34.923000	0.096312
T0009,T0026	C018	59.814000	0.083281
T0012,T0017	C036	75.462000	0.090594
T0015,T0022	C054	57.734000	0.066375
T0020,T0023	C035	84.422000	0.053000
T0020,T0026	C028	28.224000	0.068969
T0004,T0024	C046	58.242000	0.172750
T0003,T0004	C013	54.151000	0.053125
T0018,T0025	C052	63.863000	0.131500
T0004,T0021	C037	63.495000	0.036500
T0004,T0025	C028	49.467000	0.108063
T0017,T0021	C018	41.172000	0.031938
T0007,T0012	C028	60.876000	0.154531
T0008,T0019	C037	86.327000	0.201500
T0020,T0026	C012	84.245000	0.031406
T0006,T0013	C026	37.677000	0.010281
T0008,T0012	C018	98.704000	0.072594
T0011,T0027	C023	85.055000	0.171625
T0001,T0003	C005	58.980000	0.129219
T0024,T0025	C011	58.510000	0.025062
T0012	C057	44.221000	0.266406
T0003,T0009	C010	40.917000	0.159906
T0023,T0027	C007	26.364000	0.037281
T0000,T0015	C048	53.467000	0.059969
T0000	C048	40.919000	0.136625
T0016	C036	31.171000	0.072969
T0004,T0027	C014	46.444000	0.086844
T0023,T0028	C001	26.208000	0.035375
T0008,T0017	C046	60.789000	0.121844
T0014,T0018	C025	28.774000	0.004063
T0014,T0020	C039	63.409000	0.047563
T0018,T0019	C035	78.528000	0.056125
T0015,T0022	C045	36.236000	0.012563
T0004,T0022	C038	37.908000	0.019156
T0006,T0020	C003	56.920000	0.069187
T0000,T0027	C059	43.099000	0.178125
T0001,T0002	C005	71.844000	0.107406
T0010,T0012	C038	100.000000	0.022906
T0026,T0028	C036	52.923000	0.078750
T0015,T0025	C040	73.190000	0.196531
T0004,T0024	C055	65.985000	0.054875
T0026,T0029	C059	69.551000	0.052625
T0008	C026	41.210000	0.053625
T0000,T0017	C026	54.945000	0.048062
T0010,T0023	C031	37.116000	0.034000
T0009	C053	23.246000	0.263500
T0000,T0001	C048	63.182000	0.021125
T0019,T0022	C017	41.957000	0.029281
T0009,T0010	C010	47.104000	0.186562
T0000,T0028	C026	93.850000	0.098312
T0003,T0012	C023	61.211000	0.052250
T0008,T0013	C055	43.972000	0.025938
T0004,T0007	C031	40.311000	0.060562
T0005,T0007	C028	67.462000	0.083844
T0002,T0023	C058	74.379000	0.202844
T0003,T0027	C046	41.940000	0.184938
T0017,T0022	C046	64.512000	0.076406
T0022	C012	31.860000	0.251594
T0003,T0026	C022	48.052000	0.010875
T0000,T0009	C040	65.515000	0.042000
T0016,T0023	C054	72.649000	0.062469
T0020,T0029	C051	28.274000	0.030219
T0022,T0024	C048	65.716000	0.145031
T0007,T0025	C044	86.179000	0.126531
T0001,T0007	C032	54.617000	0.004031
T0000	C003	20.195000	0.289219
T0025	C041	10.450000	0.035781
T0007,T0008	C008	74.390000	0.067375
T0019,T0022	C040	79.979000	0.067406
T0002,T0017	C037	46.663000	0.103719
T0000,T0011	C009	40.955000	0.243312
T0004,T0014	C013	59.216000	0.035781
T0008,T0028	C036	68.519000	0.023688
T0017,T0029	C050	67.440000	0.094562
T0013,T0018	C020	65.728000	0.087750
T0005,T0019	C037	63.340000	0.098812
T0015,T0027	C055	36.615000	0.003125
T0000,T0017	C002	52.142000	0.102969
T0010,T0025	C041	24.627000	0.008063
T0018	C040	38.504000	0.070469
T0012,T0014	C040	53.576000	0.079875
T0020,T0021	C046	54.443000	0.118656
T0013,T0014	C013	54.875000	0.019656
T0006,T0010	C019	91.094000	0.099500
T0006,T0015	C033	37.204000	0.015250
T0024	C023	15.050000	0.281781
T0003,T0017	C042	65.092000	0.183094
T0011,T0028	C042	64.953000	0.169469
T0000,T0028	C009	47.905000	0.062031
T0011,T0025	C008	49.013000	0.168625
T0007,T0016	C052	27.254000	0.106687
T0003	C037	47.586000	0.132969
T0005,T0008	C011	64.261000	0.073906
T0028	C052	49.846000	0.123625
T0017,T0023	C035	78.610000	0.191094
T0008,T0026	C042	72.904000	0.126188
T0003,T0025	C047	66.019000	0.085094
T0017	C052	48.893000	0.198594
T0000,T0001	C009	26.805000	0.226000
T0020,T0022	C047	48.351000	0.033125
T0012,T0020	C040	35.499000	0.128344
T0013	C045	48.475000	0.095625
T0008,T0020	C009	30.518000	0.181188
T0010,T0023	C039	49.439000	0.107312
T0000,T0026	C004	30.147000	0.080969
T0022,T0028	C010	56.580000	0.131562
T0000,T0027	C007	67.717000	0.111156
T0010,T0026	C055	68.305000	0.179438
T0012,T0014	C048	69.445000	0.070531
T0002,T0024	C004	46.136000	0.037562
T0024	C027	27.868000	0.278719
T0011,T0027	C020	43.557000	0.199719
T0002,T0023	C050	58.176000	0.034781
T0000,T0009	C001	44.546000	0.085125
T0023	C015	17.186000	0.121156
T0000,T0006	C055	39.078000	0.096188
T0003,T0020	C014	77.887000	0.256750
T0004,T0019	C054	93.796000	0.056656
T0024	C050	48.515000	0.287594
T0004,T0008	C016	40.350000	0.016469
T0012,T0021	C006	52.897000	0.007656
T0001,T0018	C013	72.530000	0.167906
T0018,T0022	C029	55.608000	0.034719
T0014,T0020	C008	67.572000	0.024688
T0017	C046	41.154000	0.290430
T0002,T0007	C040	44.112000	0.188406
T0012,T0026	C016	28.778000	0.009437
T0009,T0028	C033	66.044000	0.040844
T0009,T0021	C041	68.442000	0.024281
T0004,T0026	C041	63.526000	0.039813
T0005,T0018	C050	51.260000	0.042875
T0004,T0021	C015	61.267000	0.027156
T0008,T0016	C014	55.454000	0.118500
T0009,T0010	C042	100.000000	0.209437
T0016,T0025	C050	64.066000	0.047625
T0005,T0017	C017	58.769000	0.031906
T0008,T0011	C030	71.764000	0.132594
T0001,T0005	C008	83.233000	0.105437
T0013,T0016	C015	76.780000	0.099625
T0002,T0021	C015	61.225000	0.173438
T0009,T0026	C044	54.611000	0.057437
T0010,T0028	C022	40.816000	0.050000
T0002,T0029	C013	81.139000	0.010969
T0003,T0023	C054	80.037000	0.055906
T0000,T0025	C058	56.511000	0.073437
T0000,T0010	C056	50.561000	0.067594
T0017,T0028	C040	78.186000	0.143875
T0026,T0029	C010	43.189000	0.084031
T0003,T0021	C014	53.308000	0.244250
T0000,T0029	C032	67.558000	0.040563
T0003	C048	41.841000	0.158281
T0003,T0011	C024	70.007000	0.061625
T0003	C054	41.466000	0.082094
T0008,T0018	C059	70.326000	0.243844
T0017,T0026	C057	43.726000	0.014406
T0020,T0021	C052	42.926000	0.012000
T0005,T0029	C054	40.017000	0.149188
T0002,T0015	C018	46.046000	0.041313
T0001,T0024	C049	71.042000	0.121719
T0012,T0027	C019	36.773000	0.154281
T0003,T0018	C032	66.043000	0.043750
T0006,T0026	C002	41.965000	0.115969
T0014,T0025	C018	41.832000	0.041750
T0001,T0008	C048	76.034000	0.003437
T0001,T0028	C016	55.887000	0.268031
T0004,T0007	C022	44.594000	0.117313
T0014,T0029	C039	40.722000	0.159094
T0004,T0016	C043	30.608000	0.188719
T0000,T0027	C030	32.992000	0.080250
T0016,T0017	C011	65.710000	0.115219
T0002,T0022	C054	75.002000	0.080750
T0017,T0023	C053	63.028000	0.133656
T0006	C010	17.642000	0.231344
T0011,T0016	C002	52.602000	0.062813
T0013,T0028	C004	42.213000	0.118656
T0006,T0013	C032	64.735000	0.034500
T0004,T0026	C051	49.356000	0.147344
T0006,T0017	C013	65.039000	0.054938
T0012,T0023	C058	87.139000	0.086000
T0004,T0008	C048	74.168000	0.049156
T0002,T0023	C030	87.534000	0.003437
T0007,T0028	C008	73.198000	0.244063
T0018,T0029	C017	75.691000	0.040781
T0017,T0018	C006	74.346000	0.003125
T0005,T0007	C006	60.909000	0.007000
T0021,T0027	C048	100.000000	0.176938
T0006,T0016	C047	44.377000	0.156344
T0006,T0025	C023	62.978000	0.038344
T0020,T0024	C025	50.957000	0.016219
T0018,T0026	C008	40.349000	0.086750
T0003,T0028	C033	37.174000	0.050969
T0013,T0014	C006	73.686000	0.081125
T0019,T0028	C008	36.384000	0.165031
T0025,T0027	C001	67.351000	0.036312
T0006,T0009	C005	49.011000	0.049719
T0009,T0021	C029	45.053000	0.082656
T0007,T0023	C043	68.024000	0.015844
T0010,T0020	C058	67.736000	0.135906
T0006	C044	24.952000	0.221031
T0010,T0012	C054	75.206000	0.016406
T0004,T0013	C039	62.398000	0.177656
T0012,T0024	C014	60.581000	0.132719
T0008,T0014	C013	34.835000	0.003125
T0000,T0016	C011	60.090000	0.090125
T0010	C044	47.874000	0.124531
T0007,T0010	C001	54.458000	0.205094
T0017,T0029	C053	42.019000	0.171844
T0005,T0025	C054	62.205000	0.185000
T0013,T0027	C018	46.747000	0.068531
T0013	C052	49.265000	0.118906
T0020,T0028	C035	77.433000	0.033375
T0007,T0028	C025	37.431000	0.042781
T0018,T0027	C036	67.449000	0.085656
T0017,T0027	C018	39.525000	0.074438
T0010	C002	12.704000	0.078563
T0002,T0005	C023	44.488000	0.224687
T0011,T0016	C051	88.619000	0.034531
T0012,T0015	C031	69.979000	0.091688
T0009,T0026	C046	48.592000	0.106719
T0020,T0028	C034	24.104000	0.039188
T0025,T0026	C031	49.562000	0.059281
T0002,T0021	C005	79.236000	0.136563
T0005,T0009	C031	54.576000	0.102188
T0003,T0021	C001	37.976000	0.094687
T0020,T0022	C056	85.563000	0.038000
T0000,T0021	C022	76.598000	0.045875
T0008,T0022	C048	76.645000	0.051781
T0001,T0022	C051	51.705000	0.146844
T0008	C013	17.727000	0.150675
T0005	C004	42.826000	0.105625
T0003,T0008	C051	42.591000	0.042813
T0001,T0018	C038	44.573000	0.021563
T0024	C057	21.194000	0.237469
T0006,T0020	C024	100.000000	0.101531
T0006,T0014	C022	41.809000	0.071969
T0000,T0020	C031	59.102000	0.009312
T0006,T0029	C018	80.216000	0.027313
T0000,T0029	C025	44.162000	0.109438
T0012,T0025	C055	84.327000	0.210219
T0009,T0026	C001	34.423000	0.095625
T0004,T0024	C016	37.045000	0.034500
T0025,T0026	C020	63.545000	0.074938
T0012,T0029	C018	57.977000	0.027250
T0014,T0022	C059	68.823000	0.069344
T0025,T0029	C021	58.300000	0.062281
T0000,T0005	C058	65.053000	0.064187
T0025,T0028	C046	38.709000	0.096656
T0008,T0012	C017	65.037000	0.065281
T0014,T0023	C042	49.846000	0.020031
T0006,T0017	C029	50.314000	0.042000
T0012,T0013	C030	54.142000	0.098812
T0006,T0011	C016	44.659000	0.006375
T0016,T0021	C058	82.062000	0.014406
T0004,T0005	C040	68.601000	0.074500
T0004,T0009	C051	76.631000	0.104219
T0017,T0027	C029	36.886000	0.099437
T0004,T0006	C005	45.673000	0.149688
T0003,T0009	C044	66.025000	0.032531
T0003,T0006	C031	57.435000	0.170031
T0000,T0018	C021	70.391000	0.224219
T0012,T0021	C047	59.200000	0.019813
T0018,T0019	C045	31.048000	0.134906
T0006,T0025	C059	51.971000	0.082062
T0010,T0022	C039	32.619000	0.028063
T0001,T0021	C050	76.001000	0.058844
T0014,T0020	C020	42.168000	0.027688
T0010,T0024	C017	51.840000	0.253656
T0002,T0029	C007	54.896000	0.024906
T0016,T0028	C017	76.489000	0.053969
T0004,T0013	C029	91.365000	0.086281
T0013,T0024	C015	74.389000	0.086781
T0002,T0011	C039	82.694000	0.184188
T0020,T0024	C057	64.182000	0.073500
T0019,T0026	C035	51.959000	0.163125
T0024,T0026	C045	53.232000	0.033500
T0000,T0003	C000	85.728000	0.056594
T0025,T0028	C032	52.978000	0.054344
T0014,T0027	C014	40.366000	0.114219
T0000,T0016	C017	58.829000	0.006094
T0029	C047	16.262000	0.054594
T0008,T0029	C001	70.790000	0.235281
T0008,T0019	C008	37.728000	0.042250
T0019,T0028	C045	72.658000	0.141594
T0013,T0027	C021	30.223000	0.083281
T0026	C056	30.137000	0.149531
T0007,T0017	C058	74.546000	0.060313
T0007,T0016	C023	40.283000	0.028125
T0008,T0022	C039	68.380000	0.085281
T0020	C007	25.986000	0.182250
T0002,T0005	C039	93.168000	0.156000
T0007,T0013	C059	56.631000	0.232219
T0013,T0022	C022	39.033000	0.035750
T0000,T0017	C048	57.736000	0.042031
T0019,T0028	C057	68.813000	0.183031
T0008,T0018	C046	66.841000	0.156813
T0005,T0016	C034	72.129000	0.202500
