task_id_list	courier_id	score	willingness
T0026,T0034	C029	88.226000	0.321600
T0021,T0039	C016	83.207000	0.521300
T0032,T0035	C024	65.801000	0.119500
T0004	C035	18.618000	0.325000
T0008,T0024	C029	82.636000	0.070900
T0002,T0015	C025	50.395000	0.312800
T0017,T0027	C026	57.890000	0.479000
T0000,T0031	C016	41.570000	0.377200
T0001,T0029	C020	89.805000	0.016600
T0002,T0011	C026	57.862000	0.480500
T0020,T0025	C033	59.253000	0.300200
T0022	C035	27.322000	0.357600
T0004,T0031	C038	47.363000	0.082600
T0020	C039	46.057000	0.155800
T0025,T0026	C038	65.367000	0.171900
T0010,T0024	C021	85.597000	0.123900
T0003,T0028	C037	78.635000	0.132300
T0005,T0014	C030	46.284000	0.079200
T0024,T0034	C012	19.641000	0.246600
T0022	C034	15.241000	0.600100
T0035,T0038	C028	47.968000	0.567100
T0015	C000	41.492000	0.799900
T0012,T0021	C018	56.102000	0.068400
T0022,T0035	C018	83.033000	0.476400
T0011,T0012	C018	60.180000	0.247200
T0010,T0038	C006	79.967000	0.155800
T0008,T0036	C005	74.566000	0.550100
T0023,T0029	C016	67.408000	0.080200
T0031,T0032	C018	81.964000	0.365500
T0004,T0036	C002	47.042000	0.242900
T0011,T0037	C036	58.722000	0.158100
T0000,T0020	C033	32.429000	0.543400
T0017,T0034	C012	57.545000	0.114700
T0005,T0012	C009	46.304000	0.472300
T0003,T0010	C006	63.354000	0.226300
T0006,T0030	C006	54.168000	0.395000
T0014	C001	40.915000	0.669300
T0021,T0031	C028	96.588000	0.251100
T0000,T0016	C029	75.065000	0.699400
T0005,T0025	C034	74.140000	0.531600
T0010,T0016	C028	70.114000	0.010000
T0024,T0038	C024	38.159000	0.830000
T0010,T0024	C036	68.618000	0.119800
T0018,T0022	C017	38.351000	0.110200
T0008,T0032	C012	65.190000	0.335900
T0012,T0023	C023	57.977000	0.117500
T0028,T0036	C008	58.432000	0.215500
T0006,T0023	C038	67.143000	0.621300
T0022,T0024	C038	32.212000	0.215600
T0023,T0036	C018	76.563000	0.039500
T0030,T0037	C030	51.390000	0.100400
T0015,T0031	C007	37.514000	0.159500
T0003,T0037	C028	45.470000	0.533200
T0019,T0024	C028	67.890000	0.271600
T0011,T0025	C027	61.325000	0.572800
T0009,T0026	C010	34.096000	0.274100
T0006,T0027	C014	54.028000	0.381900
T0015,T0024	C008	74.993000	0.325200
T0008,T0022	C018	63.425000	0.360800
T0002,T0025	C036	50.013000	0.076600
T0006,T0030	C011	75.433000	0.271400
T0011,T0022	C024	51.614000	0.012700
T0027,T0032	C018	62.319000	0.467000
T0034,T0039	C028	30.006000	0.587500
T0000,T0016	C018	70.639000	0.262700
T0025	C011	27.971000	0.270700
T0007,T0034	C038	42.040000	0.126300
T0027,T0038	C014	57.548000	0.141300
T0015	C023	21.802000	0.358000
T0012,T0033	C010	21.924000	0.530000
T0007,T0036	C030	66.899000	0.154800
T0014,T0028	C002	69.448000	0.150000
T0002,T0036	C013	43.526000	0.528400
T0031,T0033	C030	58.835000	0.499300
T0002,T0013	C020	82.662000	0.209100
T0012,T0029	C024	76.842000	0.517400
T0001,T0008	C022	39.671000	0.111000
T0009,T0020	C018	59.865000	0.443600
T0005,T0007	C005	54.633000	0.127400
T0024,T0031	C005	23.155000	0.226700
T0019,T0036	C033	84.012000	0.257000
T0011,T0023	C027	47.172000	0.325200
T0030,T0032	C032	38.092000	0.019400
T0031,T0035	C006	71.900000	0.053900
T0001,T0037	C020	69.923000	0.159600
T0011,T0026	C020	33.670000	0.724100
T0015,T0024	C015	78.710000	0.324900
T0015,T0032	C034	76.808000	0.242500
T0016,T0034	C028	51.389000	0.259200
T0013,T0027	C009	70.581000	0.121600
T0003,T0005	C008	61.891000	0.309200
T0003	C000	46.871000	0.173500
T0010,T0013	C021	63.501000	0.074000
T0010,T0018	C005	54.887000	0.781300
T0019	C019	21.239000	0.457200
T0019,T0032	C023	46.937000	0.136200
T0019	C030	11.287000	0.396200
T0005,T0014	C004	74.361000	0.292600
T0004,T0037	C008	48.927000	0.314700
T0020,T0028	C027	73.164000	0.069400
T0003,T0024	C031	33.514000	0.615500
T0005,T0017	C009	39.418000	0.222300
T0031,T0036	C010	63.143000	0.254600
T0005,T0008	C006	80.593000	0.108500
T0016	C009	13.963000	0.345800
T0007,T0017	C005	86.496000	0.185000
T0031,T0034	C012	42.494000	0.162300
T0037	C039	26.203000	0.781200
T0020,T0032	C004	28.720000	0.443900
T0013,T0031	C035	56.975000	0.771700
T0019,T0023	C002	69.607000	0.405400
T0033,T0035	C020	45.587000	0.527600
T0013,T0032	C016	41.241000	0.139400
T0005,T0028	C016	55.838000	0.137200
T0010,T0035	C009	79.105000	0.112300
T0013	C023	19.629000	0.379800
T0016,T0030	C015	55.996000	0.172300
T0015,T0026	C004	33.888000	0.127500
T0006,T0015	C034	70.359000	0.212700
T0001,T0033	C006	58.722000	0.565200
T0011,T0025	C032	47.944000	0.093000
T0000,T0016	C031	58.162000	0.113700
T0015,T0021	C022	91.528000	0.344900
T0019,T0032	C016	31.398000	0.077800
T0000,T0008	C010	78.825000	0.660600
T0011,T0017	C021	60.263000	0.160000
T0016,T0023	C020	71.372000	0.545500
T0003,T0014	C016	100.000000	0.325000
T0006,T0015	C012	73.058000	0.227800
T0019,T0034	C028	53.921000	0.578700
T0020,T0023	C027	50.858000	0.149800
T0008,T0018	C037	77.535000	0.418800
T0028	C035	22.357000	0.887400
T0022	C016	44.815000	0.746300
T0001,T0016	C005	75.157000	0.098100
T0028,T0034	C030	38.293000	0.015100
T0003,T0013	C010	36.348000	0.422700
T0032,T0036	C025	92.308000	0.124400
T0010,T0031	C033	38.444000	0.060800
T0010,T0025	C011	54.012000	0.101000
T0020	C033	12.448000	0.721200
T0013,T0014	C020	57.874000	0.113100
T0014,T0025	C021	44.507000	0.010000
T0018,T0034	C029	87.261000	0.565900
T0002,T0019	C027	68.910000	0.271000
T0005,T0024	C002	38.009000	0.136000
T0012,T0028	C017	63.594000	0.815800
T0006,T0009	C011	69.380000	0.281200
T0003,T0020	C000	88.167000	0.010000
T0009,T0018	C021	66.956000	0.242800
T0013,T0017	C023	64.807000	0.261800
T0004,T0035	C021	63.580000	0.123900
T0010,T0015	C005	48.884000	0.524800
T0002	C037	18.640000	0.716500
T0021,T0036	C016	44.926000	0.200500
T0005,T0016	C036	55.559000	0.094100
T0016,T0039	C018	72.719000	0.096900
T0010,T0021	C009	81.497000	0.341300
T0022,T0039	C033	49.722000	0.082200
T0000,T0023	C018	100.000000	0.075300
T0025,T0030	C008	63.946000	0.154800
T0012,T0034	C004	46.927000	0.120100
T0012,T0034	C003	73.544000	0.359600
T0015,T0029	C004	67.403000	0.429300
T0010,T0016	C025	66.345000	0.324500
T0006,T0029	C017	75.545000	0.110300
T0020,T0024	C006	39.017000	0.746200
T0006,T0011	C012	92.528000	0.058700
T0010,T0013	C013	73.448000	0.204700
T0011,T0023	C006	64.249000	0.050300
T0002,T0010	C010	62.836000	0.316400
T0008,T0035	C037	67.915000	0.717600
T0008,T0035	C032	37.338000	0.263900
T0016,T0035	C025	61.322000	0.143800
T0009,T0027	C037	59.455000	0.379900
T0024,T0032	C003	100.000000	0.649500
T0004,T0008	C029	63.112000	0.100300
T0002,T0020	C025	74.308000	0.256500
T0012,T0027	C026	44.017000	0.538100
T0000,T0006	C035	61.136000	0.666200
T0032,T0036	C009	67.280000	0.476600
T0010,T0032	C004	57.884000	0.114000
T0018,T0026	C023	54.695000	0.486300
T0007,T0025	C003	85.900000	0.794800
T0000,T0013	C022	48.587000	0.087500
T0018,T0033	C016	77.764000	0.547400
T0009,T0027	C033	75.404000	0.131200
T0003,T0025	C032	71.929000	0.018100
T0000,T0017	C004	49.553000	0.490600
T0017,T0037	C011	60.625000	0.532800
T0003,T0015	C035	43.081000	0.313600
T0002,T0020	C026	48.077000	0.376000
T0011,T0024	C034	59.430000	0.160600
T0013,T0027	C039	73.209000	0.805200
T0004,T0019	C012	39.089000	0.123000
T0014,T0023	C030	55.273000	0.126600
T0006,T0022	C002	61.983000	0.220400
T0000,T0021	C038	74.221000	0.177700
T0015	C020	12.378000	0.808600
T0001,T0002	C001	44.730000	0.482700
T0003,T0014	C025	67.879000	0.071700
T0021,T0031	C017	98.345000	0.510100
T0017,T0038	C026	56.673000	0.163400
T0009,T0035	C037	43.330000	0.504000
T0022,T0023	C023	75.673000	0.034100
T0002	C014	26.290000	0.485100
T0038	C019	39.617000	0.743300
T0020	C006	23.561000	0.921100
T0003,T0032	C009	81.877000	0.417600
T0014,T0024	C004	52.682000	0.477600
T0007,T0008	C025	40.718000	0.248500
T0013,T0024	C019	49.182000	0.261800
T0025,T0036	C035	89.776000	0.078900
T0000,T0035	C035	64.242000	0.156500
T0025,T0031	C020	85.986000	0.229600
T0006,T0022	C023	100.000000	0.220800
T0008,T0022	C000	80.069000	0.100400
T0010,T0026	C000	46.494000	0.576800
T0004,T0036	C027	42.420000	0.010000
T0004,T0029	C002	68.589000	0.423500
T0034,T0035	C012	26.882000	0.426400
T0005,T0025	C024	63.045000	0.056800
T0009,T0011	C036	85.197000	0.146700
T0024,T0037	C015	53.448000	0.263000
T0025	C020	44.954000	0.281200
T0020	C021	29.985000	0.220600
T0016,T0019	C026	38.264000	0.574800
T0017,T0024	C007	27.067000	0.257000
T0006,T0013	C034	76.838000	0.570200
T0001,T0014	C016	63.520000	0.438700
T0007,T0015	C000	58.346000	0.180900
T0015,T0028	C018	78.088000	0.378700
T0009,T0031	C012	61.414000	0.157100
T0022,T0032	C024	53.186000	0.028100
T0014,T0025	C037	69.130000	0.678700
T0029,T0036	C009	60.533000	0.537800
T0011,T0033	C013	100.000000	0.130000
T0019,T0029	C038	42.635000	0.143400
T0001,T0010	C006	61.523000	0.364200
T0003,T0006	C013	53.089000	0.253400
T0014,T0028	C026	68.304000	0.266200
T0021,T0038	C033	65.507000	0.258100
T0023,T0029	C024	70.947000	0.468400
T0017,T0030	C028	50.624000	0.382100
T0010	C017	18.454000	0.900800
T0009,T0037	C033	77.453000	0.010000
T0011,T0031	C005	37.111000	0.216200
T0027,T0034	C036	84.088000	0.279500
T0004,T0020	C036	52.879000	0.203900
T0025,T0029	C009	46.536000	0.350800
T0019,T0033	C003	66.456000	0.248300
T0010,T0039	C003	60.237000	0.291000
T0004	C005	29.516000	0.671400
T0000,T0013	C004	46.118000	0.789500
T0020,T0023	C036	40.660000	0.383100
T0004,T0011	C023	84.145000	0.208500
T0003,T0023	C025	85.419000	0.112400
T0008,T0035	C007	93.048000	0.227100
T0001,T0028	C020	60.678000	0.193900
T0022,T0032	C005	50.159000	0.659200
T0014,T0027	C038	40.736000	0.605900
T0008	C008	32.366000	0.245000
T0028,T0033	C038	66.126000	0.152900
T0011,T0023	C010	57.281000	0.389300
T0018,T0025	C037	65.135000	0.354500
T0008,T0017	C020	47.198000	0.719100
T0002,T0017	C021	74.290000	0.436100
T0018,T0027	C038	34.098000	0.120800
T0012,T0018	C011	61.895000	0.168500
T0016,T0021	C014	44.703000	0.536200
T0004,T0023	C024	55.481000	0.739800
T0005,T0019	C039	75.188000	0.084500
T0009,T0032	C000	77.311000	0.231600
T0024,T0039	C013	32.708000	0.177700
T0000,T0011	C021	59.105000	0.154400
T0008,T0031	C014	55.417000	0.299200
T0000,T0016	C036	55.844000	0.168300
T0004,T0018	C037	36.118000	0.147000
T0017,T0038	C030	50.994000	0.455200
T0026,T0027	C016	40.288000	0.144600
T0009,T0011	C023	91.425000	0.383700
T0013,T0039	C039	60.026000	0.217300
T0006,T0008	C001	39.573000	0.161400
T0019,T0037	C032	80.985000	0.197900
T0008,T0032	C030	38.417000	0.539800
T0001,T0016	C031	50.050000	0.362500
T0005,T0018	C011	49.348000	0.043000
T0003,T0005	C003	36.605000	0.275400
T0010,T0011	C011	84.579000	0.054500
T0001,T0013	C010	31.105000	0.341700
T0030,T0036	C003	61.503000	0.261700
T0013,T0028	C006	55.135000	0.243800
T0017,T0018	C027	55.432000	0.374600
T0023,T0033	C031	30.024000	0.232800
T0022,T0033	C008	67.455000	0.326900
T0012,T0020	C027	59.390000	0.138600
T0008,T0024	C027	34.923000	0.308200
T0009,T0026	C018	59.814000	0.266500
T0030,T0039	C008	46.311000	0.042400
T0012,T0017	C036	75.462000	0.289900
T0013,T0032	C032	74.609000	0.061600
T0020,T0023	C035	84.422000	0.169600
T0020,T0026	C028	28.224000	0.220700
T0003,T0004	C013	54.151000	0.170000
T0004,T0021	C037	63.495000	0.116800
T0004,T0025	C028	49.467000	0.345800
T0017,T0021	C018	41.172000	0.102200
T0021,T0033	C012	76.795000	0.357100
T0007,T0012	C028	60.876000	0.494500
T0008,T0019	C037	86.327000	0.644800
T0020,T0026	C012	84.245000	0.100500
T0014,T0039	C033	77.627000	0.078200
T0006,T0013	C026	37.677000	0.032900
T0008,T0012	C018	98.704000	0.232300
T0016,T0038	C026	39.403000	0.338600
T0016,T0031	C028	98.795000	0.181700
T0011,T0027	C023	85.055000	0.549200
T0001,T0003	C005	58.980000	0.413500
T0024,T0025	C011	58.510000	0.080200
T0014,T0037	C038	31.355000	0.454000
T0003,T0009	C010	40.917000	0.511700
T0023,T0027	C007	26.364000	0.119300
T0032,T0039	C029	52.377000	0.071600
T0022,T0035	C031	91.347000	0.303200
T0016	C036	31.171000	0.233500
T0016,T0036	C039	67.335000	0.529500
T0004,T0027	C014	46.444000	0.277900
T0028,T0039	C030	35.480000	0.023800
T0023,T0028	C001	26.208000	0.113200
T0014,T0018	C025	28.774000	0.013000
T0014,T0020	C039	63.409000	0.152200
T0018,T0019	C035	78.528000	0.179600
T0027,T0032	C013	43.208000	0.085700
T0005,T0033	C002	68.664000	0.153800
T0026,T0035	C000	42.437000	0.647300
T0020,T0033	C001	62.290000	0.239700
T0004,T0022	C038	37.908000	0.061300
T0006,T0020	C003	56.920000	0.221400
T0001,T0002	C005	71.844000	0.343700
T0010,T0012	C038	100.000000	0.073300
T0026,T0028	C036	52.923000	0.252000
T0008	C026	41.210000	0.171600
T0000,T0017	C026	54.945000	0.153800
T0011,T0031	C013	72.251000	0.023500
T0010,T0023	C031	37.116000	0.108800
T0019,T0022	C017	41.957000	0.093700
T0009,T0010	C010	47.104000	0.597000
T0002,T0039	C036	47.424000	0.340400
T0000,T0028	C026	93.850000	0.314600
T0003,T0012	C023	61.211000	0.167200
T0004,T0007	C031	40.311000	0.193800
T0005,T0007	C028	67.462000	0.268300
T0021,T0031	C039	56.858000	0.013200
T0022	C012	31.860000	0.805100
T0003,T0026	C022	48.052000	0.034800
T0038	C022	11.782000	0.278300
T0001,T0031	C029	48.531000	0.163200
T0001,T0007	C032	54.617000	0.012900
T0000	C003	20.195000	0.925500
T0007,T0008	C008	74.390000	0.215600
T0002,T0017	C037	46.663000	0.331900
T0000,T0011	C009	40.955000	0.778600
T0004,T0014	C013	59.216000	0.114500
T0000,T0032	C001	81.890000	0.478900
T0008,T0028	C036	68.519000	0.075800
T0013,T0018	C020	65.728000	0.280800
T0005,T0019	C037	63.340000	0.316200
T0015,T0031	C017	74.889000	0.454700
T0020,T0038	C019	91.675000	0.547300
T0021,T0036	C028	89.965000	0.311100
T0000,T0017	C002	52.142000	0.329500
T0027,T0031	C030	57.305000	0.626200
T0013,T0014	C013	54.875000	0.062900
T0006,T0010	C019	91.094000	0.318400
T0006,T0015	C033	37.204000	0.048800
T0024	C023	15.050000	0.901700
T0020,T0034	C024	95.323000	0.865300
T0016,T0036	C002	54.129000	0.154100
T0000,T0028	C009	47.905000	0.198500
T0011,T0025	C008	49.013000	0.539600
T0029,T0035	C020	61.385000	0.106700
T0003	C037	47.586000	0.425500
T0011,T0035	C022	25.062000	0.073300
T0019,T0037	C009	33.588000	0.262800
T0005,T0008	C011	64.261000	0.236500
T0017,T0023	C035	78.610000	0.611500
T0000,T0001	C009	26.805000	0.723200
T0004,T0038	C035	40.430000	0.055300
T0003,T0036	C010	69.892000	0.330800
T0008,T0020	C009	30.518000	0.579800
T0019,T0034	C001	54.905000	0.304400
T0010,T0023	C039	49.439000	0.343400
T0014,T0031	C003	66.281000	0.282800
T0000,T0026	C004	30.147000	0.259100
T0022,T0028	C010	56.580000	0.421000
T0030,T0034	C024	52.143000	0.692600
T0000,T0027	C007	67.717000	0.355700
T0032	C018	44.646000	0.533000
T0002,T0024	C004	46.136000	0.120200
T0024	C027	27.868000	0.891900
T0024,T0036	C016	27.839000	0.100100
T0011,T0027	C020	43.557000	0.639100
T0030	C028	15.259000	0.849300
T0011,T0036	C016	42.969000	0.029800
T0000,T0009	C001	44.546000	0.272400
T0023	C015	17.186000	0.387700
T0003,T0020	C014	77.887000	0.821600
T0004,T0008	C016	40.350000	0.052700
T0012,T0021	C006	52.897000	0.024500
T0021,T0032	C007	33.102000	0.070700
T0029,T0034	C001	82.206000	0.428500
T0020,T0031	C007	45.702000	0.491900
T0027,T0033	C002	77.651000	0.155600
T0001,T0018	C013	72.530000	0.537300
T0018,T0022	C029	55.608000	0.111100
T0014,T0020	C008	67.572000	0.079000
T0031	C007	28.346000	0.861500
T0028,T0038	C032	38.490000	0.291500
T0000,T0033	C012	57.018000	0.407800
T0025,T0032	C032	53.474000	0.026600
T0012,T0026	C016	28.778000	0.030200
T0009,T0028	C033	66.044000	0.130700
T0030,T0035	C027	69.092000	0.054100
T0004,T0021	C015	61.267000	0.086900
T0015,T0036	C034	52.069000	0.141800
T0008,T0016	C014	55.454000	0.379200
T0032,T0035	C036	45.927000	0.384300
T0003,T0030	C026	90.928000	0.048000
T0010,T0037	C021	83.682000	0.083600
T0005,T0017	C017	58.769000	0.102100
T0020,T0033	C028	28.975000	0.087500
T0008,T0011	C030	71.764000	0.424300
T0001,T0005	C008	83.233000	0.337400
T0013,T0016	C015	76.780000	0.318800
T0002,T0021	C015	61.225000	0.555000
T0010,T0028	C022	40.816000	0.160000
T0002,T0029	C013	81.139000	0.035100
T0006,T0035	C004	55.368000	0.447200
T0010,T0036	C018	53.826000	0.068100
T0031,T0034	C001	62.094000	0.234000
T0000,T0038	C011	29.074000	0.450500
T0025,T0038	C038	88.700000	0.195900
T0026,T0029	C010	43.189000	0.268900
T0003,T0021	C014	53.308000	0.781600
T0017,T0034	C003	65.162000	0.128100
T0000,T0029	C032	67.558000	0.129800
T0003,T0011	C024	70.007000	0.197200
T0011,T0037	C028	46.720000	0.665000
T0002,T0015	C018	46.046000	0.132200
T0002,T0033	C008	73.841000	0.468900
T0012,T0027	C019	36.773000	0.493700
T0003,T0018	C032	66.043000	0.140000
T0006,T0026	C002	41.965000	0.371100
T0014,T0025	C018	41.832000	0.133600
T0027,T0038	C025	51.819000	0.201500
T0032	C035	46.581000	0.765400
T0034,T0037	C006	41.203000	0.099300
T0001,T0028	C016	55.887000	0.857700
T0014,T0034	C011	59.615000	0.569200
T0022,T0034	C017	44.790000	0.017500
T0004,T0007	C022	44.594000	0.375400
T0014,T0029	C039	40.722000	0.509100
T0006,T0032	C027	71.089000	0.059900
T0000,T0027	C030	32.992000	0.256800
T0016,T0017	C011	65.710000	0.368700
T0007,T0035	C030	99.364000	0.229800
T0002,T0032	C004	43.113000	0.087700
T0006	C010	17.642000	0.740300
T0006,T0037	C039	58.011000	0.211300
T0010,T0036	C027	21.267000	0.150000
T0011,T0016	C002	52.602000	0.201000
T0011,T0032	C006	63.034000	0.252600
T0013,T0028	C004	42.213000	0.379700
T0006,T0013	C032	64.735000	0.110400
T0006,T0017	C013	65.039000	0.175800
T0016,T0037	C021	56.354000	0.628400
T0003,T0032	C000	68.334000	0.119900
T0008,T0033	C022	43.884000	0.278500
T0002,T0023	C030	87.534000	0.011000
T0007,T0028	C008	73.198000	0.781000
T0020,T0030	C036	35.827000	0.069500
T0018,T0029	C017	75.691000	0.130500
T0017,T0018	C006	74.346000	0.010000
T0005,T0007	C006	60.909000	0.022400
T0014,T0031	C019	77.211000	0.058900
T0001,T0034	C001	49.846000	0.247300
T0006,T0025	C023	62.978000	0.122700
T0020,T0024	C025	50.957000	0.051900
T0033	C016	31.909000	0.802200
T0035	C031	46.225000	0.905600
T0029,T0032	C006	55.681000	0.890500
T0018,T0034	C035	59.362000	0.299600
T0018,T0026	C008	40.349000	0.277600
T0003,T0028	C033	37.174000	0.163100
T0013,T0014	C006	73.686000	0.259600
T0019,T0028	C008	36.384000	0.528100
T0012,T0031	C017	89.055000	0.791800
T0025,T0027	C001	67.351000	0.116200
T0033,T0035	C030	72.512000	0.644200
T0006,T0009	C005	49.011000	0.159100
T0009,T0021	C029	45.053000	0.264500
T0031,T0036	C035	98.906000	0.145500
T0018,T0037	C016	93.185000	0.506700
T0001,T0032	C019	68.695000	0.217900
T0023,T0032	C030	39.289000	0.345200
T0001,T0035	C004	60.416000	0.507400
T0027,T0038	C023	76.444000	0.339100
T0022,T0030	C017	77.722000	0.057200
T0004,T0013	C039	62.398000	0.568500
T0012,T0024	C014	60.581000	0.424700
T0008,T0014	C013	34.835000	0.010000
T0000,T0016	C011	60.090000	0.288400
T0007,T0037	C011	64.931000	0.387600
T0010,T0033	C024	51.432000	0.239900
T0007,T0010	C001	54.458000	0.656300
